,companyName,addr,postCode,tel,fax,products,foundTime,workerNum,district
173,南京市江宁区造纸厂,：东山街道龙西社区红光村,：211101,：025-52104332,：025-52104332,：普通箱板纸制造,：1984年06月,：340,江苏省南京市江宁区
174,南京市裕龙纸业有限责任公司,：南京市江宁区湖熟街道龙都社区虹南路109号,：211126,：025-52635889,：025-52635889,：加工纸,：2002年11月,：8,江苏省南京市江宁区
175,南京双菱纸板有限责任公司,：东山街道龙西社区红光村,：211101,：025-52104332,：025-52104332,：纸板,：2001年12月,：87,江苏省南京市江宁区
176,南京双全门窗工程有限公司,：庄排路157号,：211100,：025-52107180,：025-51180408,"：塑钢门窗生产,熟料门窗生产,建筑幕墙生产",：2001年07月,：60,江苏省南京市江宁区
177,南京双顺市政建设有限责任公司,：南京市江宁禄口街道山塘社区,：211113,：025-52775198,：025-52775198,"：混凝土排水管,混凝土路面砖",：1998年05月,：67,江苏省南京市江宁区
178,南京双阳建材机械制造有限公司,：汤山,：211135,：025-84121931,：025-84121931,：建材机械生产,：2002年06月,：101,江苏省南京市江宁区
179,南京顺风测绘器材厂,：东山街道上坊天云南路,：211103,：025-52704782,：025-52704615,：塔尺脚架,：2005年12月,：52,江苏省南京市江宁区
180,南京斯贝尔复合材料有限公司,：下墟,：211102,：025-52726716,：025-52101573,：玻璃制品生产,：1995年05月,：175,江苏省南京市江宁区
181,南京斯克尔卫生制品有限公司,：水阁路,：211153,：025-52741603,：025-52741604,：防粘离型纸,：1996年06月,：42,江苏省南京市江宁区
182,南京斯奎尔床垫机械有限公司,：汤山工业集中区上峰片区经一路,：211134,：025-84866460,：025-84869375,"：床垫机械及相关机械生产,床垫家具原辅料材料生产",：2005年06月,：92,江苏省南京市江宁区
183,南京四方亿能电力自动化有限公司,：胜太西路166号,：211100,：025-52122626,：025-52105444,"：电力自动化系统制造,南京四方任能CSC200数字式保护装置",：2002年05月,：121,江苏省南京市江宁区
184,南京苏沪轧钢有限公司,：工业集中区,：211161,：025-86407182,：025-86402691,"：槽钢加工,冷弯型钢加工销售",：2006年11月,：29,江苏省南京市江宁区
185,南京苏研科创农化有限公司,：南京市江宁区禄口街道谢村社区,：211156,：025-86194586,：025-86196540,"：杀虫剂生产,杀菌剂生产,除草剂生产",：1992年05月,：310,江苏省南京市江宁区
186,南京泰阳毛绒制品有限公司,：胜太西路8号,：211100,：025-52126960,：025-52102355,：面料生产,：2004年09月,：18,江苏省南京市江宁区
187,南京汤山膨润土有限公司,：古泉,：211133,：025-84111567,：025-84111567,：膨润土,：1998年08月,：60,江苏省南京市江宁区
188,南京特种印刷有限公司,：南京市江宁区上坊镇新润路111号,：211103,：025-52705093,：025-52701536,：无碳压感电脑纸加工,：1992年12月,：55,江苏省南京市江宁区
189,南京腾泓服饰有限责任公司,：临川街,：211122,：025-52290136,：025-52291646,：服装制造,：2002年08月,：244,江苏省南京市江宁区
190,南京天宝混凝土有限公司,：江宁区东山街道上坊社区,：211100,：025-52192556,：025-52193447,：混凝土及混凝土添加剂,：1997年12月,：94,江苏省南京市江宁区
191,南京天鹏模塑厂,：新兴,：211124,：025-84150555,：025-84151555,：塑料零部件制造,：2001年06月,：72,江苏省南京市江宁区
192,南京天涯壁纸有限公司,：横溪,：211155,：025-86161188,：025-86161028,：PVC墙纸生产,：1998年12月,：91,江苏省南京市江宁区
193,南京同锦制衣有限公司,：叶村,：211162,：025-86120119,：025-86125717,：服装生产加工,：2001年02月,：260,江苏省南京市江宁区
194,南京铜山缫丝厂,：南京市江宁区禄口街道铜山,：211153,：025-86195561,：025-86195561,：生丝生产,：1984年07月,：161,江苏省南京市江宁区
195,南京涂宝电子漆品厂,：科学园湖山路733号,：211100,：025-57917667,：025-57917676,"：（油漆）涂料,电子元器件",：1985年06月,：75,江苏省南京市江宁区
196,南京万基彩钢制品有限公司,：横溪,：211155,：025-52723755,：025-52731755,"：彩钢板生产,C型钢生产,夹芯板生产",：2001年01月,：9,江苏省南京市江宁区
197,南京万龙建材科技有限公司,：东山街道工业集中区（高桥）,：211103,：025-52705575,：025-52705575,：混凝土减水剂,：2004年01月,：29,江苏省南京市江宁区
198,南京万润冷弯型钢有限责任公司,：东山街道章村社区石羊路9 号,：211100,：025-86180288,：025-86181427,：型钢产品的设计生产,：1998年05月,：26,江苏省南京市江宁区
199,南京万事达仓储自动化设备有限公司,：锁石,：211135,：025-84193296,：025-84647950,：生产货架,：2007年12月,：115,江苏省南京市江宁区
200,南京万泽精密金属制造有限责任公司,：东山街道章村石羊路9号,：211100,：025-86180288,：025-86181427,"：精密金属制造,钢结构",：2001年08月,：67,江苏省南京市江宁区
201,南京维信液晶显示科技有限公司,：汤山工业集中区汤山片区,：211132,：025-86858357,：025-86858359,：液晶显示器生产,：2007年04月,：253,江苏省南京市江宁区
202,南京五胜建材科技有限公司,：东善桥工业集中区,：211153,：025-52745768,：025-52745768,：水泥添加剂生产,：2005年03月,：26,江苏省南京市江宁区
203,南京五星消防设备有限公司,：横溪街道横云南路258号,：211155,：025-86161988,：025-86165738,"：钢质防火门生产,木质防火门生产",：1954年06月,：118,江苏省南京市江宁区
204,南京西部瀚乔电机机械有限公司,：上峰片区孟墓配套区,：211134,：025-86430401,：025-86430409,"：各种闸门,控制阀驱动机构,刨泥机",：2001年09月,：60,江苏省南京市江宁区
205,南京香港通用工业设备有限公司,：甘西村,：211157,：025-52738778,：025-52738778,：钢结构产品生产,：2005年03月,：40,江苏省南京市江宁区
206,南京小苏州食品一厂有限公司,：南京市江宁区湖熟街道龙都社区陵园路,：211126,：025-52495698,：025-52496832,：糕点,：1987年08月,：48,江苏省南京市江宁区
207,南京小营药业集团有限公司,：东山街道工业集中区,：211103,：025-52707236,：025-52707236,：化学药品制剂制造,：1968年06月,：320,江苏省南京市江宁区
208,南京新成添加剂厂,：宏运大道小荷圩队段,：211100,：025-52892286,：025-52892163,：化学添加济等生产,：2000年10月,：35,江苏省南京市江宁区
209,南京新风轻工制品有限公司,：西山头,：211122,：025-52294274,：025-52294474,：水引工艺品制造,：2002年06月,：41,江苏省南京市江宁区
210,南京新虹佳电器设备有限公司,：唐山工业集中区汤山片区,：211132,：025-84179261,：025-84179261,：电器设备生产,：1996年06月,：75,江苏省南京市江宁区
211,南京新华人防设备厂,：柏树,：211122,：025-84155282,：025-52290385,：人防防护门制造,：1992年09月,：206,江苏省南京市江宁区
212,南京新仑服装有限公司,：东山街道上坊陈陵路68号,：211103,：025-52096278,：025-52096228,：服装生产,：2006年03月,：550,江苏省南京市江宁区
213,南京新苏热电有限公司,：江宁区双龙大道965号,：211101,：025-52106246,：025-52104842,"：电力生产,蒸汽",：1996年01月,：102,江苏省南京市江宁区
214,南京新天都长山水泥有限公司,：东山街道上坊长山,：211103,：025-52701254,：025-52705254,"：石膏粉生产,矾粉",：2000年01月,：39,江苏省南京市江宁区
215,南京新星德尔塔电子有限公司,：梅林街85号,：211102,：025-52728999,：025-52728922,：洗衣机部品（背光板后盖生产）,：2002年10月,：286,江苏省南京市江宁区
216,南京鑫麟化工设备有限责任公司,：宏图路16号,：211153,：025-52741998,：025-84129059,：化工设备生产,：2000年07月,：28,江苏省南京市江宁区
217,南京雄峰运动器具有限公司,：湖熟和顺南路121号,：211121,：025-52690327,：025-52693557,"：足球生产,羽毛球生产",：2000年01月,：200,江苏省南京市江宁区
218,南京亚龙液压机械制造有限公司,：南京市江宁区湖熟街道周岗社区,：211125,：025-84168518,：025-84167518,"：剪板机,折弯机",：2000年06月,：45,江苏省南京市江宁区
219,南京艺田喷涂有限公司,：东山街道章村工业区,：211100,：025-86181961,：025-86181019,：洗衣机塑料外壳加工,：2003年10月,：195,江苏省南京市江宁区
220,南京益超机械制造有限公司,：东山街道工业集中区,：211100,：025-52167021,：025-52707218,：机械加工,：2004年03月,：34,江苏省南京市江宁区
221,南京音飞金属制品有限公司,：东山街道章村社区城北路,：211100,：025-86181872,：025-86181863,：货架配件加工,：2003年03月,：40,江苏省南京市江宁区
222,南京银佳白水泥有限公司,：汤山,：211133,：025-84110575,：025-84111597,：白水泥生产,：2000年04月,：135,江苏省南京市江宁区
223,南京永湖电子有限公司,：江宁区湖熟金城产业配套区,：211121,：025-52696200,：025-52695620,：注塑产品,：2003年11月,：290,江苏省南京市江宁区
224,南京涌新电器配套有限公司,：东山街道高桥门神路口133号,：211103,：025-52700130,：025-52700130,"：机箱,机柜",：2006年07月,：101,江苏省南京市江宁区
225,南京宇达纺织服饰有限责任公司,：湖熟街道工业集中区,：211121,：025-52697206,：025-52697207,：服装加工销售,：2006年11月,：167,江苏省南京市江宁区
226,南京源顺纸业有限公司,：陶吴工业园,：211151,：025-52736654,：025-52735035,：卫生用纸制品生产,：2004年07月,：15,江苏省南京市江宁区
227,南京远航帆布织造有限公司,：丹阳村,：211157,：025-86150529,：025-86150529,：棉帆布制造,：2005年02月,：64,江苏省南京市江宁区
228,南京远鸿纺织有限公司,：丹阳,：211157,：025-86150527,：025-86150527,：棉纱生产,：2006年06月,：142,江苏省南京市江宁区
229,南京云龙建筑机械制造有限公司,：湖熟工业集中区,：211121,：025-2147483647,：025-52722923,：塔式起重机,：2002年06月,：57,江苏省南京市江宁区
230,南京造币厂,：天印大道919号,：211100,：025-52282820,：025-52281511,：人民币生产,：1988年11月,：1659,江苏省南京市江宁区
231,南京振容五金机械有限公司,：谷里,：211164,：025-86130817,：025-86131820,：冷钆钢带,：1995年12月,：92,江苏省南京市江宁区
232,南京震环机械实业有限公司,：新兴,：211124,：025-84153896,：025-84151828,：摩托车零部件制造,：2001年11月,：21,江苏省南京市江宁区
233,南京正升机械制造有限公司,：东山街道天云南街86号,：211103,：025-52703758,：025-52703758,：金属热处理,：2006年03月,：51,江苏省南京市江宁区
234,南京正银化工有限公司,：浩艺广场1号,：211111,：025-57917708,：025-57917700,：偶联剂制品销售,：2001年04月,：31,江苏省南京市江宁区
235,南京中对电力弹簧有限责公司,：天禄路3号,：211113,：025-2147483647,：025-57929550,：生产弹簧,：2000年06月,：15,江苏省南京市江宁区
236,南京中科电机有限公司,：江苏省南京市江宁区禄口街道马铺村95号,：211113,：025-52440760,：025-52440790,：电机制造,：1999年11月,：25,江苏省南京市江宁区
237,南京中天远腾制衣有限公司,：西岗,：211157,：025-86153503,：025-86152665,：服装生产,：2002年07月,：398,江苏省南京市江宁区
238,南京钟山油品厂,：阜庄,：211134,：025-84879661,：025-84879661,：乳化油生产玉销售,：2000年03月,：25,江苏省南京市江宁区
239,南京众诚服饰有限责任公司,：汤山,：211131,：025-84107173,：025-84101167,：羽绒服上产,：2002年04月,：250,江苏省南京市江宁区
240,南京周宇机械制造有限公司,：南京市江宁区湖熟街道周岗社区,：211125,：025-84165968,：025-84165989,"：剪板机,折弯机",：2005年03月,：71,江苏省南京市江宁区
241,南禧幸星电子（南京）有限公司,：江苏省南京市江宁区秣陵街道胜太社区胜太工业园1幢,：211100,：025-52125651,：025-52106237,：电子连接线,：2000年01月,：478,江苏省南京市江宁区
242,普莱克斯上海梅山实用气体有限公司,：工业园区8号,：210000,：025-52140721,：025-86103110,"：氧气生产,氮气生产,氩气生产",：1995年12月,：96,江苏省南京市江宁区
243,苏澳电子（南京）有限公司,：汤山,：211133,：025-84108888,：025-84108885,：保险丝制造,：1994年01月,：47,江苏省南京市江宁区
244,腾亚（南京）塑料五金制品有限公司,：江苏省南京市江宁区东山,：211103,：025-52174004,：025-52174003,：不锈钢散钉生产,：2000年10月,：133,江苏省南京市江宁区
245,威光自动化设备（南京）有限公司,：东山街道湖山路811号,：211100,：025-52178509,：025-52178502,"：自动化设备生产,无尘设备及耗材",：2005年06月,：90,江苏省南京市江宁区
246,倚天（南京）金属制品有限公司,：泥潭工业园,：211103,：025-52174004,：025-52174003,：钉类制品生产,：2004年09月,：46,江苏省南京市江宁区
247,英华达（南京）科技有限公司,：将军大道6号,：211100,：025-52262313,：025-52305221,：小灵通制造,：2004年03月,：2618,江苏省南京市江宁区
248,永胜（南京）纺织品有限公司,：南京市江宁区禄口街道,：211100,：025-52121768,：025-52128510,"：生产各类针梭织服装,销售自产产品",：2001年11月,：10,江苏省南京市江宁区
249,中天立卡（南京）环保纸制品有限公司,：南京市江宁区湖熟街道金城路,：211121,：025-52697212,：025-52696349,"：纸盘,纸饭盒",：2004年01月,：90,江苏省南京市江宁区
